baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MSTRG.7319.1|464|u|NA|Supercontig_3.5_C_tropicalis_MYA-3404|ctrop	381.205928586459	-1.29095529635055	0.251343283405794	-5.13622356984292	2.80314164433852e-07	1.66522087491702e-06
MSTRG.7342.1|253|x|CTRG_04282-T|Supercontig_3.6_C_tropicalis_MYA-3404|ctrop	29.8608665957943	-1.53589174464161	0.324998485643689	-4.72584277308134	2.2916291465878e-06	1.16793776906241e-05
MSTRG.7412.1|384|x|CTRG_04329-T|Supercontig_3.6_C_tropicalis_MYA-3404|ctrop	6.5333053129617	2.60319066577138	0.883862676455896	2.94524334505177	0.00322700750700316	0.00816134408369524
MSTRG.7611.1|1485|u|NA|Supercontig_3.6_C_tropicalis_MYA-3404|ctrop	129.336171077983	-1.06062332897754	0.283623990191255	-3.73954025631728	0.000184357123519352	0.000627786488771376
MSTRG.7650.1|369|x|CTRG_04483-T|Supercontig_3.6_C_tropicalis_MYA-3404|ctrop	21.3835349662443	-1.5774556240749	0.436174412375017	-3.61657075545877	0.000298531742208468	0.000971269551975922
MSTRG.7751.1|499|x|CTRG_04553-T|Supercontig_3.6_C_tropicalis_MYA-3404|ctrop	27.6624019563475	-2.0257563755977	0.611229646337489	-3.31423121855445	0.000918954823186326	0.00268209554444577
MSTRG.7758.1|661|u|NA|Supercontig_3.6_C_tropicalis_MYA-3404|ctrop	8.11645237741651	2.76097163120943	0.917507622102561	3.00920838660979	0.0026192939234037	0.00679639975055662
MSTRG.7785.1|485|x|CTRG_04578-T|Supercontig_3.6_C_tropicalis_MYA-3404|ctrop	473.117061035488	-2.1603772963292	0.292242356514092	-7.3924167670234	1.44183756184895e-13	2.27495949138348e-12
MSTRG.7787.1|352|u|NA|Supercontig_3.6_C_tropicalis_MYA-3404|ctrop	7.49429563347786	2.52852593733195	0.840691423874817	3.00767423756718	0.00263255165646416	0.00682676487290898
MSTRG.7805.1|512|x|CTRG_04591-T|Supercontig_3.6_C_tropicalis_MYA-3404|ctrop	24.4769787871958	1.55450803424041	0.423340159651651	3.6720070109095	0.000240653078760984	0.000799699898305504
MSTRG.7807.1|202|x|CTRG_04591-T|Supercontig_3.6_C_tropicalis_MYA-3404|ctrop	4.20006202519412	4.65431172173575	1.25880580196109	3.69740250202597	0.000217816834458239	0.000729882039298386
MSTRG.7817.1|532|u|NA|Supercontig_3.6_C_tropicalis_MYA-3404|ctrop	4.13383180660331	-5.99163129662252	1.63308960750463	-3.66889316366281	0.000243602845400502	0.000808541828506057
MSTRG.7824.1|352|u|NA|Supercontig_3.6_C_tropicalis_MYA-3404|ctrop	3.77286895050538	4.75008701086742	1.35370871023665	3.50894322755523	0.00044989092647835	0.00141173249976048
MSTRG.7842.1|573|x|CTRG_04615-T|Supercontig_3.6_C_tropicalis_MYA-3404|ctrop	12.7578669738866	-5.22572442517018	1.15469895303967	-4.52561631879357	6.02197479379346e-06	2.80824757883902e-05
MSTRG.7844.1|922|u|NA|Supercontig_3.6_C_tropicalis_MYA-3404|ctrop	6.95445847757547	-5.44617949860258	1.58394239009645	-3.43836968607865	0.000585228139246476	0.00179612614290125
MSTRG.7914.1|775|x|CTRG_04662-T|Supercontig_3.6_C_tropicalis_MYA-3404|ctrop	57.5630998165985	1.60696948397042	0.409482145946921	3.92439450627165	8.69481501575592e-05	0.00031663460842627
MSTRG.7931.1|617|u|NA|Supercontig_3.6_C_tropicalis_MYA-3404|ctrop	2.02364891843501	-4.78621816093558	1.60389592726751	-2.98412015366213	0.00284395068824106	0.00730481091710386
MSTRG.7932.1|392|x|CTRG_04672-T|Supercontig_3.6_C_tropicalis_MYA-3404|ctrop	7.86013309119408	-2.99977754665393	0.999869907276333	-3.00016784666056	0.002698308695861	0.00697984690078804
MSTRG.8024.1|526|u|NA|Supercontig_3.6_C_tropicalis_MYA-3404|ctrop	6.81556768196438	-4.93726970187699	1.56902383716672	-3.14671427222707	0.00165116229153133	0.00450873658917176
MSTRG.8066.1|1077|x|CTRG_04763-T|Supercontig_3.6_C_tropicalis_MYA-3404|ctrop	20.5920110601628	2.08542555586408	0.673952868700175	3.09431957740036	0.00197264875077715	0.00527506008729639
MSTRG.8071.1|422|x|CTRG_04765-T|Supercontig_3.6_C_tropicalis_MYA-3404|ctrop	477.547418543778	1.4097657952924	0.348540256291507	4.04477178703088	5.23741173208937e-05	0.000199649564392181
MSTRG.8175.1|347|u|NA|Supercontig_3.6_C_tropicalis_MYA-3404|ctrop	3.68818126945926	4.78180168627626	1.39700685823458	3.42289063084421	0.00061959001300622	0.00189190198951408
MSTRG.8183.1|240|u|NA|Supercontig_3.6_C_tropicalis_MYA-3404|ctrop	39.3564559954984	2.31806659955553	0.622380915916486	3.72451426493704	0.000195691647254142	0.000662887686461367
MSTRG.8214.1|1064|x|CTRG_04868-T|Supercontig_3.7_C_tropicalis_MYA-3404|ctrop	694.430349268082	1.1519750053149	0.381952717405075	3.01601468669011	0.00256120854063143	0.00666009432777577
MSTRG.8240.1|582|u|NA|Supercontig_3.7_C_tropicalis_MYA-3404|ctrop	10.6609537637599	4.30131756817791	0.78800091830718	5.45851847154975	4.80123922131753e-08	3.29261454442315e-07
MSTRG.8250.1|437|x|CTRG_04892-T|Supercontig_3.7_C_tropicalis_MYA-3404|ctrop	4.53425183253806	-6.33367806415515	1.48520674488817	-4.26450935935659	2.00341946766222e-05	8.41026441381856e-05
MSTRG.8253.1|1008|x|CTRG_04893-T|Supercontig_3.7_C_tropicalis_MYA-3404|ctrop	26.9492486809843	-2.19827565420899	0.73945261898641	-2.97284179914358	0.00295056487002905	0.00755092729238532
MSTRG.8327.1|353|x|CTRG_04944-T|Supercontig_3.7_C_tropicalis_MYA-3404|ctrop	16.3080174436625	-2.35688967478896	0.657670198135104	-3.58369541674866	0.000338767099689297	0.00109243604870994
MSTRG.8383.1|2438|u|NA|Supercontig_3.7_C_tropicalis_MYA-3404|ctrop	66.0644540145133	1.93010883980456	0.464686719835554	4.15357004497052	3.27327953525973e-05	0.000130526880850215
MSTRG.8385.1|1132|u|NA|Supercontig_3.7_C_tropicalis_MYA-3404|ctrop	71.6867441657287	1.46849660053755	0.373212623448549	3.93474525852954	8.3284983933444e-05	0.000305148038034626
MSTRG.8403.1|3423|u|NA|Supercontig_3.7_C_tropicalis_MYA-3404|ctrop	124.602927931435	-1.60018001918275	0.529987264987556	-3.01928013160905	0.00253376130087541	0.00659280606309616
MSTRG.8444.1|604|x|CTRG_05005-T|Supercontig_3.7_C_tropicalis_MYA-3404|ctrop	133.393267837432	-1.25086963730788	0.32625425257085	-3.83403320401544	0.000126059114010685	0.000445908218712889
MSTRG.8455.1|831|x|CTRG_05013-T|Supercontig_3.7_C_tropicalis_MYA-3404|ctrop	4.18110414303766	-3.89188835337728	1.28329030360181	-3.0327419621686	0.00242342727069964	0.00634703541661552
MSTRG.8489.1|494|u|NA|Supercontig_3.7_C_tropicalis_MYA-3404|ctrop	23.0382869628121	1.79389687781502	0.471446639680286	3.80508996528549	0.000141752658658509	0.000496814954813998
MSTRG.8520.1|1857|u|NA|Supercontig_3.7_C_tropicalis_MYA-3404|ctrop	55.6578279996571	2.18936271900458	0.420907673321782	5.20152721789612	1.97657518074964e-07	1.21637625126191e-06
MSTRG.8540.1|2505|x|CTRG_05062-T|Supercontig_3.7_C_tropicalis_MYA-3404|ctrop	104.886749470593	-1.85200540434103	0.437947566826511	-4.22882907595805	2.34910724818784e-05	9.67537107030851e-05
MSTRG.8543.1|638|u|NA|Supercontig_3.7_C_tropicalis_MYA-3404|ctrop	8.05600905381534	2.02278760735952	0.663455115727867	3.04886880725962	0.00229704769640162	0.0060519203903312
MSTRG.8556.1|659|u|NA|Supercontig_3.7_C_tropicalis_MYA-3404|ctrop	12.9852841738865	3.89048818301061	0.964534754102526	4.03353862207963	5.49431453287929e-05	0.00020849582363919
MSTRG.8684.1|404|x|CTRG_05160-T|Supercontig_3.7_C_tropicalis_MYA-3404|ctrop	100.474613589856	1.51457259328061	0.286012884135664	5.29546981024184	1.18710806006695e-07	7.61822588017539e-07
MSTRG.8696.1|303|x|CTRG_05164-T|Supercontig_3.7_C_tropicalis_MYA-3404|ctrop	3.81252626564886	-6.04819691599695	1.90867797447256	-3.16878855254161	0.00153075715251302	0.00421146363100435
MSTRG.8711.1|223|u|NA|Supercontig_3.7_C_tropicalis_MYA-3404|ctrop	9.94131629447701	3.6360276424756	0.874761883400591	4.15659130955813	3.23031100203146e-05	0.000128935951265107
MSTRG.8770.1|574|x|CTRG_05210-T|Supercontig_3.7_C_tropicalis_MYA-3404|ctrop	14.6850644494068	1.84307786804449	0.565944420907968	3.25664111166175	0.00112738877113316	0.00321007508307047
MSTRG.8813.1|409|u|NA|Supercontig_3.8_C_tropicalis_MYA-3404|ctrop	3.28023596515641	5.32328335046066	1.5049947576318	3.53707766984994	0.000404580667730919	0.00127959688203969
MSTRG.8837.1|498|x|CTRG_05257-T|Supercontig_3.8_C_tropicalis_MYA-3404|ctrop	39.6936467341801	2.79576348605381	0.541003526755035	5.16773615658835	2.36946478435615e-07	1.42677814920269e-06
MSTRG.9014.1|2647|u|NA|Supercontig_3.8_C_tropicalis_MYA-3404|ctrop	54.8023216712418	-1.42020564909669	0.452164778386059	-3.14090286768005	0.00168427882151213	0.00458574000252118
MSTRG.9098.1|679|u|NA|Supercontig_3.8_C_tropicalis_MYA-3404|ctrop	8.73306855480343	-2.22594278847723	0.674767398832677	-3.29882977797687	0.000970887654527364	0.00281312770869958
MSTRG.9131.1|279|u|NA|Supercontig_3.8_C_tropicalis_MYA-3404|ctrop	4.67365869275855	-4.12505122899994	1.39218382678838	-2.96300757818456	0.00304649068679621	0.00776327954613461
MSTRG.9158.1|406|u|NA|Supercontig_3.8_C_tropicalis_MYA-3404|ctrop	3.0184510651297	-5.21560516096267	1.62473218355725	-3.21013223825198	0.00132673920540116	0.00370357462259306
MSTRG.9172.1|555|u|NA|Supercontig_3.8_C_tropicalis_MYA-3404|ctrop	4.78742967255076	-6.3545360732306	1.57091842716292	-4.04510887602667	5.22988128253929e-05	0.000199543743116522
MSTRG.9188.1|840|x|CTRG_05471-T|Supercontig_3.8_C_tropicalis_MYA-3404|ctrop	2288.36662017181	-1.0504514200176	0.300802750850959	-3.49216028459151	0.000479130638034046	0.00149732783903864
MSTRG.9214.1|310|x|CTRG_05484-T|Supercontig_3.8_C_tropicalis_MYA-3404|ctrop	39.9050027657633	2.80944260089503	0.555580825882176	5.0567666665495	4.2642444864635e-07	2.46007341713915e-06
MSTRG.9223.1|342|x|CTRG_05488-T|Supercontig_3.8_C_tropicalis_MYA-3404|ctrop	9.23803461906663	-2.49989563486785	0.763878630045176	-3.27263459997567	0.00106550126310719	0.00305771541966555
MSTRG.9247.1|755|u|NA|Supercontig_3.8_C_tropicalis_MYA-3404|ctrop	48.2239758305732	-1.13527178439895	0.346660560720155	-3.27488013646701	0.00105706814336871	0.00303662901965673
MSTRG.9257.1|363|x|CTRG_05510-T|Supercontig_3.8_C_tropicalis_MYA-3404|ctrop	27.5831846236646	1.42927903019939	0.44719226037864	3.19611754682251	0.00139290352476547	0.00386897160386545
MSTRG.9267.1|394|u|NA|Supercontig_3.8_C_tropicalis_MYA-3404|ctrop	8.49094089785913	2.39781500536218	0.785053819276801	3.05433200436	0.00225562305473869	0.00594651379443359
MSTRG.9319.1|1061|x|CTRG_05541-T|Supercontig_3.8_C_tropicalis_MYA-3404|ctrop	314.501884993979	1.28344272892344	0.254688034665831	5.03927375546877	4.67301672228379e-07	2.67932393216189e-06
MSTRG.9429.1|2178|u|NA|Supercontig_3.9_C_tropicalis_MYA-3404|ctrop	46.9659646849642	1.86509095432283	0.447349926201196	4.16919919974236	3.05671745364729e-05	0.000123001372511579
MSTRG.9505.1|850|u|NA|Supercontig_3.9_C_tropicalis_MYA-3404|ctrop	35.7919851664468	1.68112646480125	0.493671522418138	3.40535434688765	0.000660782520453779	0.00200383254215644
MSTRG.9511.1|273|x|CTRG_05666-T|Supercontig_3.9_C_tropicalis_MYA-3404|ctrop	12.6372595046618	-7.38513320987295	1.62911351766149	-4.53322198226795	5.80907097993829e-06	2.71802351201795e-05
MSTRG.9661.1|536|u|NA|Supercontig_3.9_C_tropicalis_MYA-3404|ctrop	9.16767810498176	3.81610573052222	0.991037901177356	3.85061532559822	0.000117821433356964	0.000420490268536717
MSTRG.9671.1|779|x|CTRG_05771-T|Supercontig_3.9_C_tropicalis_MYA-3404|ctrop	4.80721829591867	3.54640540404661	1.07152996865229	3.30966515897552	0.000934076401941131	0.00272149854838384
