baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MSTRG.3856.1|210|x|CTRG_02086-T|Supercontig_3.2_C_tropicalis_MYA-3404|ctrop	5.48422439207742	4.20265963200436	1.25478978695505	3.34929378266839	0.000810178404663507	0.00240050742278344
MSTRG.3894.1|2934|u|NA|Supercontig_3.2_C_tropicalis_MYA-3404|ctrop	161.976876165053	2.51234258270132	0.608610979841545	4.12799418005146	3.6594137447071e-05	0.000144211826164655
MSTRG.3927.1|397|u|NA|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	24.0918888621121	2.55348740678021	0.712184497030317	3.58542964277908	0.000336523722580913	0.00108561880374488
MSTRG.3929.1|1899|u|NA|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	89.7453038745726	1.17398589995203	0.401410332301342	2.92465291867651	0.00344840603723247	0.00864315326262447
MSTRG.4015.1|896|x|CTRG_02184-T|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	4.79277596893368	-6.2361151143207	1.71937371869711	-3.62696896347017	0.000286767747838426	0.000937355325294294
MSTRG.4028.1|213|u|NA|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	11.9829849640725	2.65785769758189	0.825247403503678	3.22067986678621	0.00127886914687801	0.00358305327733445
MSTRG.4045.1|295|x|CTRG_02204-T|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	12.0413471776584	2.93953447030147	0.843815455823265	3.48362245561564	0.00049467676426592	0.00153618822021759
MSTRG.4200.1|1226|u|NA|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	20.7731087870293	1.79564556855972	0.587398206832422	3.05694765096891	0.00223603323048186	0.0059022839423474
MSTRG.4201.1|4668|u|NA|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	895.190144984925	0.637934340077903	0.137956954200552	4.6241550038175	3.76128531592975e-06	1.82815454209116e-05
MSTRG.4221.1|298|x|CTRG_02303-T|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	381.159821681042	0.542695655603495	0.165800774968731	3.27317924603093	0.00106345014503022	0.00305287295396157
MSTRG.4368.1|471|x|CTRG_02399-T|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	79.5898378827497	-1.04584827650747	0.32841488811	-3.18453369311679	0.00144987431401253	0.00401128707706697
MSTRG.4392.1|1291|u|NA|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	46.5729942233908	2.26163593965579	0.532956686496903	4.24356424632066	2.19997350470217e-05	9.14187009825248e-05
MSTRG.4414.1|324|u|NA|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	2.82444142993001	-4.91097570958343	1.48712874902361	-3.30232047010577	0.000958884482997427	0.00278219023514704
MSTRG.4510.1|507|x|CTRG_02502-T|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	18.9644995368347	2.43636548951847	0.576282786570195	4.22772559982009	2.36065436371791e-05	9.71339839659224e-05
MSTRG.4513.1|736|u|NA|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	11.5701956038531	6.54322852563092	1.2631054215726	5.1802711110878	2.21563644416471e-07	1.34378990695944e-06
MSTRG.4552.1|289|u|NA|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	37.9721916349245	-1.43187473045084	0.423197212335056	-3.38346919288587	0.000715762371451619	0.0021495918947996
MSTRG.4600.1|1556|u|NA|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	15.3938752169655	3.19552561892552	0.698845402105375	4.57257872670912	4.81758122455894e-06	2.28855556304175e-05
MSTRG.4623.1|553|x|CTRG_02559-T|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	4.82219359291567	-3.44483747477788	1.18898203428178	-2.89729985437398	0.00376389815544021	0.00933909580749782
MSTRG.4690.1|1289|u|NA|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	28.8289069547947	-1.31873355978866	0.457759182775819	-2.88084567040676	0.00396609786645356	0.0097973588849356
MSTRG.4692.1|601|u|NA|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	15.1186040403887	1.75599381358576	0.495076602936271	3.54691335274393	0.000389772761419034	0.00123649000731344
MSTRG.4708.1|221|x|CTRG_02608-T|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	2.39931755563378	-4.80610184406122	1.57185906598319	-3.05759081591391	0.00223124020218577	0.00589148482451946
MSTRG.4721.1|1106|x|CTRG_02617-T|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	34.9668141259834	2.21791184476896	0.602149907235795	3.68332174117641	0.00023021429010015	0.00076805196784605
MSTRG.4755.1|976|x|CTRG_02639-T|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	32.2123780883061	1.44655930878265	0.424657661679425	3.40641283395626	0.000658225651358802	0.00199680018702775
MSTRG.4862.1|783|u|NA|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	9.79035369709871	2.72780186742182	0.717517894099136	3.80171963633973	0.000143695276778961	0.000502574230534416
MSTRG.4922.1|597|x|CTRG_02756-T|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	184.683187594243	1.33709592453119	0.33194831783055	4.02802440232198	5.62475067783023e-05	0.000212868156851699
MSTRG.4947.1|653|u|NA|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	33.9272209608316	1.71193382611711	0.524833540362386	3.26186056046466	0.00110683573557089	0.00315690763315734
MSTRG.5034.1|791|x|CTRG_02830-T|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	10.352743704741	-2.48225659480573	0.773723127157694	-3.20819749039221	0.00133569743686656	0.0037236281252268
MSTRG.5093.1|916|u|NA|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	22.2901861000404	-2.59094906992289	0.600256135881442	-4.31640580586191	1.58590309246819e-05	6.80576204405827e-05
MSTRG.5173.1|1270|x|CTRG_02917-T|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	18.2691797296017	-1.42804851314309	0.458402874637826	-3.11526954160433	0.00183776892172848	0.00495224151813445
MSTRG.5291.1|257|x|CTRG_02992-T|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	11.2470719544397	-2.49065103411364	0.742232569998558	-3.35562077815916	0.000791870707648503	0.00235374033994389
MSTRG.5328.1|944|x|CTRG_03015-T|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	81.6016000569401	2.98292235088585	0.598417654348953	4.98468307077456	6.20634582941584e-07	3.48758267621892e-06
MSTRG.5330.1|552|x|CTRG_03016-T|Supercontig_3.3_C_tropicalis_MYA-3404|ctrop	47.6849583021482	2.33775206192823	0.673476165060953	3.47117267574963	0.000518190660781965	0.00160327770239728
MSTRG.5429.1|1155|u|NA|Supercontig_3.4_C_tropicalis_MYA-3404|ctrop	27.0923274244439	-2.02711367264403	0.554831869061494	-3.65356387345399	0.000258625413875408	0.000851334009439283
MSTRG.5430.1|848|x|CTRG_03083-T|Supercontig_3.4_C_tropicalis_MYA-3404|ctrop	13.5207253793726	2.01302931880514	0.641578739548022	3.13761849437728	0.00170326412070328	0.0046269252521629
MSTRG.5568.1|307|u|NA|Supercontig_3.4_C_tropicalis_MYA-3404|ctrop	8.49686931468924	-2.35089446122779	0.721961039264283	-3.25626222659255	0.00112889438828184	0.00321251789599163
MSTRG.5585.1|905|u|NA|Supercontig_3.4_C_tropicalis_MYA-3404|ctrop	22.4342649528815	3.79182689262153	0.863232586829596	4.39259007418593	1.12008199701829e-05	4.97195572869989e-05
MSTRG.5728.1|1237|u|NA|Supercontig_3.4_C_tropicalis_MYA-3404|ctrop	18.8538477362696	1.73453624147397	0.534022623928457	3.24805759859782	0.00116195746400999	0.00328953489136588
MSTRG.5738.1|818|u|NA|Supercontig_3.4_C_tropicalis_MYA-3404|ctrop	7.1790868232694	2.53663533590834	0.879308432255573	2.88480724494072	0.00391653380169956	0.00968347120219916
MSTRG.5767.1|1960|x|CTRG_03291-T|Supercontig_3.4_C_tropicalis_MYA-3404|ctrop	46.2320314352386	2.13589906301618	0.599229749716778	3.56440758160906	0.000364678912426485	0.00116613896796492
MSTRG.5779.1|1581|u|NA|Supercontig_3.4_C_tropicalis_MYA-3404|ctrop	104.421509367985	1.69919397705874	0.427112081015411	3.97833274352508	6.94002046854477e-05	0.00025810603373046
MSTRG.5839.1|1570|x|CTRG_03326-T|Supercontig_3.4_C_tropicalis_MYA-3404|ctrop	244.968036782079	2.01971862872242	0.422299342627978	4.78267054870051	1.72981510577911e-06	9.01307759026063e-06
MSTRG.5973.1|555|u|NA|Supercontig_3.4_C_tropicalis_MYA-3404|ctrop	8.84295667004771	2.32091118980263	0.801621189636979	2.89527175654336	0.00378830412566374	0.0093940989160477
MSTRG.6050.1|800|u|NA|Supercontig_3.4_C_tropicalis_MYA-3404|ctrop	6.90908051321296	3.82900385249754	1.26306702461883	3.03151280008522	0.00243331603228248	0.00636300771806205
MSTRG.6123.1|820|x|CTRG_03508-T|Supercontig_3.4_C_tropicalis_MYA-3404|ctrop	15.4090107825891	-1.79499061587866	0.514886163925637	-3.48618926209465	0.000489954232370681	0.00152434241160841
MSTRG.6194.1|735|u|NA|Supercontig_3.4_C_tropicalis_MYA-3404|ctrop	6.1733525094218	-4.38973552149207	1.43210677058817	-3.06522922148409	0.00217503229104517	0.00575211753340678
MSTRG.6236.1|1039|u|NA|Supercontig_3.4_C_tropicalis_MYA-3404|ctrop	16.0065659357406	1.95951752705795	0.644147879418361	3.04203054867977	0.0023498804474787	0.0061736765183525
MSTRG.6305.1|765|u|NA|Supercontig_3.4_C_tropicalis_MYA-3404|ctrop	59.667887344751	1.81143145196773	0.417170044529696	4.34218965556331	1.41069674228284e-05	6.12274480595766e-05
MSTRG.6423.1|302|u|NA|Supercontig_3.4_C_tropicalis_MYA-3404|ctrop	4.71646416733963	5.33657367665776	1.44736920955654	3.68708525884204	0.000226837373643211	0.000758897136054647
MSTRG.6493.1|972|x|CTRG_03735-T|Supercontig_3.5_C_tropicalis_MYA-3404|ctrop	4692.94474230347	-0.90689344319172	0.200851111582489	-4.51525229831382	6.32414282342932e-06	2.93773408189628e-05
MSTRG.6541.1|1255|u|NA|Supercontig_3.5_C_tropicalis_MYA-3404|ctrop	178.421611241994	-1.51186683920709	0.468191057755742	-3.22916641435694	0.00124151627593227	0.00349004943743319
MSTRG.6542.1|442|u|NA|Supercontig_3.5_C_tropicalis_MYA-3404|ctrop	90.8575099823056	-1.48579633698266	0.452031892513651	-3.28692811633371	0.00101286685058046	0.00292466609692894
MSTRG.6636.1|1003|u|NA|Supercontig_3.5_C_tropicalis_MYA-3404|ctrop	35.3685472041755	1.56710916779122	0.541845765278208	2.89216834053616	0.00382592889032924	0.00948179719675927
MSTRG.6651.1|323|u|NA|Supercontig_3.5_C_tropicalis_MYA-3404|ctrop	7.24600989091378	2.7063396945507	0.841310114317383	3.21681583104056	0.00129621776852652	0.0036268173163372
MSTRG.6675.1|307|u|NA|Supercontig_3.5_C_tropicalis_MYA-3404|ctrop	34.017576668111	2.33177569213082	0.76571983769312	3.04520736873652	0.00232519929406578	0.00611265984164992
MSTRG.6684.1|395|x|CTRG_03866-T|Supercontig_3.5_C_tropicalis_MYA-3404|ctrop	28.7722228017145	2.38702573834095	0.662138604625169	3.60502426783019	0.000312123760773157	0.00101078967898529
MSTRG.6727.1|1313|u|NA|Supercontig_3.5_C_tropicalis_MYA-3404|ctrop	39.9811859924555	-2.44212099766081	0.778495006102306	-3.13697708850798	0.00170699465893326	0.00463555909643669
MSTRG.6742.1|1436|u|NA|Supercontig_3.5_C_tropicalis_MYA-3404|ctrop	112.8105535526	1.65314113838418	0.439815043018062	3.75871895385871	0.000170785545266315	0.000586808787132806
MSTRG.6835.1|858|u|NA|Supercontig_3.5_C_tropicalis_MYA-3404|ctrop	13.9817253545503	1.85527245453387	0.599599607832175	3.09418557033672	0.00197354002927789	0.00527576274068745
MSTRG.6844.1|704|x|CTRG_03962-T|Supercontig_3.5_C_tropicalis_MYA-3404|ctrop	94.186772931627	1.74128923487939	0.461473165494879	3.77332717279898	0.000161084820555094	0.000556209783520963
MSTRG.6959.1|852|x|CTRG_04036-T|Supercontig_3.5_C_tropicalis_MYA-3404|ctrop	62.1479200796601	2.05242794445457	0.470063056746604	4.3662821721405	1.26379198074951e-05	5.5453580169427e-05
MSTRG.6994.1|748|u|NA|Supercontig_3.5_C_tropicalis_MYA-3404|ctrop	2103.84449552745	-0.843829863472255	0.259142992088733	-3.25623261764038	0.00112901212689723	0.00321251789599163
MSTRG.7013.1|239|u|NA|Supercontig_3.5_C_tropicalis_MYA-3404|ctrop	8.04487450645465	-3.31339918923894	1.12036513737933	-2.95742796584102	0.00310217222651893	0.00789558328362641
MSTRG.7093.1|2048|x|CTRG_04129-T|Supercontig_3.5_C_tropicalis_MYA-3404|ctrop	40.2702929159585	0.863807368501047	0.2833771457638	3.04826052987719	0.00230170281088953	0.00606038061311379
MSTRG.7139.1|596|u|NA|Supercontig_3.5_C_tropicalis_MYA-3404|ctrop	198.946873325198	2.70387043698758	0.770959661177123	3.50714904183084	0.000452935384466967	0.00142075471495356
MSTRG.7175.1|1245|u|NA|Supercontig_3.5_C_tropicalis_MYA-3404|ctrop	69.0140656708503	2.20250596225328	0.339025931035547	6.49657079482319	8.21714570917087e-11	8.46315596107734e-10
MSTRG.7218.1|532|x|CTRG_04201-T|Supercontig_3.5_C_tropicalis_MYA-3404|ctrop	55.8081569865553	2.30428162044629	0.481497125533628	4.78566017999074	1.70426201432587e-06	8.89650208224588e-06
MSTRG.7255.1|831|x|CTRG_04228-T|Supercontig_3.5_C_tropicalis_MYA-3404|ctrop	62.3218423267951	-1.17687549294812	0.311300488659447	-3.78051283509416	0.000156505650369977	0.000541735434723955
