Run	SRA_Study
SRR3992531	SRP080770
SRR3992532	SRP080770
SRR3992533	SRP080770
SRR3992534	SRP080770
SRR3992535	SRP080770
SRR3992536	SRP080770
SRR3992538	SRP080770
SRR3992537	SRP080770
SRR3992539	SRP080770
SRR3992540	SRP080770
SRR3992541	SRP080770
SRR3992542	SRP080770
SRR3992543	SRP080770
SRR3992544	SRP080770
SRR3992545	SRP080770
SRR3992546	SRP080770
SRR3992547	SRP080770
SRR3992548	SRP080770
SRR3992549	SRP080770
SRR4010508	SRP081042
SRR4010509	SRP081042
SRR4010510	SRP081042
SRR4101271	SRP083777
SRR4101273	SRP083777
SRR4101275	SRP083777
SRR4101276	SRP083777
SRR4101277	SRP083777
SRR4101278	SRP083777
SRR4191239	SRP087490
SRR4191244	SRP087490
SRR4191245	SRP087490
SRR4191246	SRP087490
SRR4191247	SRP087490
SRR4191248	SRP087490
SRR4191249	SRP087490
SRR4191250	SRP087490
SRR4191240	SRP087490
SRR4191251	SRP087490
SRR4191252	SRP087490
SRR4191253	SRP087490
SRR4191241	SRP087490
SRR4191242	SRP087490
SRR4191243	SRP087490
SRR4191254	SRP087490
SRR4191255	SRP087490
SRR4191256	SRP087490
SRR4191257	SRP087490
SRR4191258	SRP087490
SRR4191259	SRP087490
SRR4191260	SRP087490
SRR4191261	SRP087490
SRR4191262	SRP087490
SRR4191263	SRP087490
SRR4191264	SRP087490
SRR4191265	SRP087490
SRR4191266	SRP087490
SRR4191267	SRP087490
SRR4191268	SRP087490
SRR4191269	SRP087490
SRR4191270	SRP087490
SRR4415797	SRP091392
SRR4415798	SRP091392
SRR4415800	SRP091392
SRR4415799	SRP091392
SRR4415801	SRP091392
SRR4415802	SRP091392
SRR4415803	SRP091392
SRR4415804	SRP091392
SRR4426981	SRP091642
SRR4426982	SRP091642
SRR4426984	SRP091642
SRR4426983	SRP091642
SRR4426985	SRP091642
SRR4426986	SRP091642
SRR4451223	SRP092095
SRR4451224	SRP092095
SRR4454155	SRP092095
SRR4454178	SRP092154
SRR4454541	SRP092154
SRR4454552	SRP092154
SRR4454553	SRP092154
SRR4454576	SRP092095
SRR4454577	SRP092095
SRR4454578	SRP092095
SRR4454579	SRP092095
SRR4454580	SRP092095
SRR4454581	SRP092095
SRR4454582	SRP092095
SRR4454585	SRP092095
SRR4454584	SRP092095
SRR4454626	SRP092095
SRR4454627	SRP092095
SRR4454628	SRP092095
SRR4454629	SRP092095
SRR4454635	SRP092095
SRR4454645	SRP092095
SRR4454646	SRP092095
SRR4454770	SRP092095
SRR4454985	SRP092095
SRR4455086	SRP092095
SRR4455087	SRP092095
SRR4455088	SRP092095
SRR4455089	SRP092095
SRR4456633	SRP092095
SRR4456635	SRP092095
SRR4456634	SRP092095
SRR4456636	SRP092095
SRR4456637	SRP092095
SRR4456652	SRP092095
SRR4456805	SRP092095
SRR4456858	SRP092095
SRR4456859	SRP092095
SRR4456861	SRP092095
SRR4456862	SRP092095
SRR4456863	SRP092095
SRR4456864	SRP092095
SRR4456865	SRP092095
SRR4456867	SRP092095
SRR4456868	SRP092095
SRR4456870	SRP092095
SRR4456871	SRP092095
SRR5073472	SRP094497
SRR5073473	SRP094497
SRR5073474	SRP094497
SRR5073475	SRP094497
SRR5073476	SRP094497
SRR5073477	SRP094497
SRR5073478	SRP094497
SRR5073479	SRP094497
SRR5073480	SRP094497
SRR5073481	SRP094497
SRR5073482	SRP094497
SRR5073483	SRP094497
SRR5073484	SRP094497
SRR5073485	SRP094497
SRR5073486	SRP094497
SRR5073487	SRP094497
SRR5073488	SRP094497
SRR5073489	SRP094497
SRR5073490	SRP094497
SRR5073491	SRP094497
SRR5073492	SRP094497
SRR5073493	SRP094497
SRR5073494	SRP094497
SRR5073495	SRP094497
SRR5073496	SRP094497
SRR5073497	SRP094497
SRR5073498	SRP094497
SRR5121550	SRP095398
SRR5121551	SRP095398
SRR5121552	SRP095398
SRR5130479	SRP094537
SRR5130480	SRP094537
SRR5130481	SRP094537
SRR5130482	SRP094537
SRR5130483	SRP094537
SRR5130484	SRP094537
SRR5235842	SRP099005
SRR5235841	SRP099005
SRR5235840	SRP099005
SRR5235843	SRP099005
SRR5235844	SRP099005
SRR5235846	SRP099005
SRR5235845	SRP099005
SRR5235847	SRP099005
SRR5235848	SRP099005
SRR5235849	SRP099005
SRR5235850	SRP099005
SRR5235851	SRP099005
SRR5266197	SRP100127
SRR5280521	SRP100127
SRR5340049	SRP101796
SRR5340050	SRP101796
SRR5340051	SRP101796
SRR5340052	SRP101796
SRR5340054	SRP101796
SRR5340053	SRP101796
SRR5340055	SRP101796
SRR5340056	SRP101796
SRR5368644	SRP102364
SRR5368645	SRP102364
SRR5368650	SRP102364
SRR5368651	SRP102364
SRR5368648	SRP102364
SRR5368649	SRP102364
SRR5368646	SRP102364
SRR5368647	SRP102364
SRR5368652	SRP102364
SRR5368653	SRP102364
SRR5368654	SRP102364
SRR5368655	SRP102364
SRR5368656	SRP102364
SRR5368657	SRP102364
SRR5368660	SRP102364
SRR5368661	SRP102364
SRR5368658	SRP102364
SRR5368659	SRP102364
SRR5368662	SRP102364
SRR5368663	SRP102364
SRR5368666	SRP102364
SRR5368667	SRP102364
SRR5368664	SRP102364
SRR5368665	SRP102364
SRR5444779	SRP103826
SRR5444919	SRP103826
SRR5444920	SRP103826
SRR5445747	SRP103869
SRR5445748	SRP103869
SRR5445750	SRP103869
SRR5445749	SRP103869
SRR5445751	SRP103869
SRR5445752	SRP103869
SRR5445753	SRP103869
SRR5445754	SRP103869
SRR5445755	SRP103869
SRR5445756	SRP103869
SRR5445757	SRP103869
SRR5445759	SRP103869
SRR5445758	SRP103869
SRR5445761	SRP103869
SRR5445762	SRP103869
SRR5445763	SRP103869
SRR5445764	SRP103869
SRR5445760	SRP103869
SRR5445765	SRP103869
SRR5445766	SRP103869
SRR5445767	SRP103869
SRR5445769	SRP103869
SRR5445770	SRP103869
SRR5445768	SRP103869
SRR5456197	SRP103826
SRR5456202	SRP103826
SRR5456203	SRP103826
SRR5456204	SRP103826
SRR5656016	SRP108757
SRR5656017	SRP108757
SRR5656019	SRP108757
SRR5656018	SRP108757
SRR5656021	SRP108757
SRR5656020	SRP108757
SRR5656023	SRP108757
SRR5656022	SRP108757
SRR5656024	SRP108757
SRR5656025	SRP108757
SRR5656026	SRP108757
SRR5656027	SRP108757
SRR5656028	SRP108757
SRR5656029	SRP108757
SRR5656030	SRP108757
SRR5656031	SRP108757
SRR5656032	SRP108757
SRR5656033	SRP108757
SRR5656034	SRP108757
SRR5656035	SRP108757
SRR5656036	SRP108757
SRR5656037	SRP108757
SRR5656038	SRP108757
SRR5656039	SRP108757
SRR5656040	SRP108757
SRR5656041	SRP108757
SRR5656042	SRP108757
SRR5656043	SRP108757
SRR5656044	SRP108757
SRR5656045	SRP108757
SRR5656046	SRP108757
SRR5656047	SRP108757
SRR5656048	SRP108757
SRR5656049	SRP108757
SRR5656050	SRP108757
SRR5656051	SRP108757
SRR5656052	SRP108757
SRR5656053	SRP108757
SRR5656054	SRP108757
SRR5656055	SRP108757
SRR5656056	SRP108757
SRR5656057	SRP108757
SRR5656058	SRP108757
SRR5656059	SRP108757
SRR5656060	SRP108757
SRR5656061	SRP108757
SRR5656062	SRP108757
SRR5656063	SRP108757
SRR5665827	SRP108956
SRR5665828	SRP108956
SRR5665829	SRP108956
SRR5665830	SRP108956
SRR5665831	SRP108956
SRR5665832	SRP108956
SRR5665833	SRP108956
SRR5665834	SRP108956
SRR5665837	SRP108956
SRR5665838	SRP108956
SRR5665835	SRP108956
SRR5665836	SRP108956
SRR5665839	SRP108956
SRR5665840	SRP108956
SRR5665841	SRP108956
SRR5665842	SRP108956
SRR5665843	SRP108956
SRR5665844	SRP108956
SRR5665845	SRP108956
SRR5665846	SRP108956
SRR5665847	SRP108956
SRR5665848	SRP108956
SRR5665849	SRP108956
SRR5665850	SRP108956
SRR5665851	SRP108956
SRR5665852	SRP108956
SRR5665853	SRP108956
SRR5665854	SRP108956
SRR5665855	SRP108956
SRR5665856	SRP108956
SRR5665859	SRP108956
SRR5665860	SRP108956
SRR5665857	SRP108956
SRR5665858	SRP108956
SRR5665861	SRP108956
SRR5665862	SRP108956
SRR5665863	SRP108956
SRR5665864	SRP108956
SRR5665865	SRP108956
SRR5665866	SRP108956
SRR5665867	SRP108956
SRR5665868	SRP108956
SRR5665869	SRP108956
SRR5665870	SRP108956
SRR5665871	SRP108956
SRR5665872	SRP108956
SRR5665873	SRP108956
SRR5665874	SRP108956
SRR5665875	SRP108956
SRR5665876	SRP108956
SRR5665877	SRP108956
SRR5665878	SRP108956
SRR5665879	SRP108956
SRR5665880	SRP108956
SRR5665881	SRP108956
SRR5665882	SRP108956
SRR5665885	SRP108956
SRR5665886	SRP108956
SRR5665883	SRP108956
SRR5665884	SRP108956
SRR5666316	SRP108976
SRR5666317	SRP108976
SRR5666318	SRP108976
SRR5666319	SRP108976
SRR5666320	SRP108976
SRR5666321	SRP108976
SRR5666326	SRP108976
SRR5666325	SRP108976
SRR5666327	SRP108976
SRR5666328	SRP108976
SRR5666329	SRP108976
SRR5666330	SRP108976
SRR5798525	SRP110866
SRR5798524	SRP110866
SRR5799377	SRP110977
SRR5799378	SRP110977
SRR5799380	SRP110977
SRR5799379	SRP110977
SRR5882556	SRP114320
SRR5882555	SRP114320
SRR5882558	SRP114320
SRR5882557	SRP114320
SRR5882559	SRP114320
SRR5882560	SRP114320
SRR5882561	SRP114320
SRR5882562	SRP114320
SRR6024039	SRP117218
SRR6024040	SRP117218
SRR6024041	SRP117218
SRR6024042	SRP117218
SRR6024044	SRP117218
SRR6024043	SRP117218
SRR6024045	SRP117218
SRR6024046	SRP117218
SRR6024047	SRP117218
SRR6024048	SRP117218
SRR6053583	SRP118298
SRR6053587	SRP118298
SRR6053588	SRP118298
SRR6053582	SRP118298
SRR6053584	SRP118298
SRR6053585	SRP118298
SRR6053586	SRP118298
SRR6172296	SRP119587
SRR6172297	SRP119587
SRR6172298	SRP119587
SRR6172299	SRP119587
SRR6172300	SRP119587
SRR6172301	SRP119587
SRR6172302	SRP119587
SRR6172303	SRP119587
SRR6172304	SRP119587
SRR6172305	SRP119587
SRR6172306	SRP119587
SRR6172307	SRP119587
SRR6165315	SRP119857
SRR6165316	SRP119857
SRR6165317	SRP119857
SRR6165318	SRP119857
SRR6165319	SRP119857
SRR6165320	SRP119857
SRR6165321	SRP119857
SRR6165322	SRP119857
SRR6165323	SRP119857
SRR6165333	SRP119857
SRR6165334	SRP119857
SRR6165335	SRP119857
SRR6165336	SRP119857
SRR6165337	SRP119857
SRR6165338	SRP119857
SRR6165339	SRP119857
SRR6165340	SRP119857
SRR6165341	SRP119857
SRR6165342	SRP119857
SRR6165343	SRP119857
SRR6165344	SRP119857
SRR6165345	SRP119857
SRR6165346	SRP119857
SRR6165347	SRP119857
SRR6165348	SRP119857
SRR6165349	SRP119857
SRR6165350	SRP119857
SRR6165351	SRP119857
SRR6165352	SRP119857
SRR6165353	SRP119857
SRR6165354	SRP119857
SRR6165355	SRP119857
SRR6165356	SRP119857
SRR6165357	SRP119857
SRR6165358	SRP119857
SRR6165359	SRP119857
SRR6194233	SRP120582
SRR6194235	SRP120582
SRR6194237	SRP120582
SRR6194236	SRP120582
SRR6194239	SRP120582
SRR6194241	SRP120582
SRR6194234	SRP120582
SRR6194240	SRP120582
SRR6194243	SRP120582
SRR6194242	SRP120582
SRR6194238	SRP120582
SRR6194245	SRP120582
SRR6194246	SRP120582
SRR6194244	SRP120582
SRR6194252	SRP120582
SRR6194249	SRP120582
SRR6194247	SRP120582
SRR6194248	SRP120582
SRR6194253	SRP120582
SRR6194251	SRP120582
SRR6194250	SRP120582
SRR6194254	SRP120582
SRR6194255	SRP120582
SRR6194256	SRP120582
SRR6194260	SRP120582
SRR6194259	SRP120582
SRR6194258	SRP120582
SRR6194261	SRP120582
SRR6194262	SRP120582
SRR6194257	SRP120582
SRR6194263	SRP120582
SRR6189669	SRP120479
SRR6189668	SRP120479
SRR6189672	SRP120479
SRR6189670	SRP120479
SRR6189675	SRP120479
SRR6189671	SRP120479
SRR6189674	SRP120479
SRR6189678	SRP120479
SRR6189679	SRP120479
SRR6189681	SRP120479
SRR6189680	SRP120479
SRR6189687	SRP120479
SRR6189686	SRP120479
SRR6189688	SRP120479
SRR6189689	SRP120479
SRR6189682	SRP120479
SRR6189690	SRP120479
SRR6189692	SRP120479
SRR6189693	SRP120479
SRR6189696	SRP120479
SRR6189697	SRP120479
SRR6189698	SRP120479
SRR6189700	SRP120479
SRR6189699	SRP120479
SRR6189691	SRP120479
SRR6189701	SRP120479
SRR6189673	SRP120479
SRR6189683	SRP120479
SRR6215429	SRP121405
SRR6215430	SRP121405
SRR6215431	SRP121405
SRR6215432	SRP121405
SRR6215433	SRP121405
SRR6215434	SRP121405
SRR6376501	SRP126750
SRR6376502	SRP126750
SRR6376503	SRP126750
SRR6376504	SRP126750
SRR6433046	SRP127771
SRR6433045	SRP127771
SRR6433044	SRP127771
SRR6433043	SRP127771
SRR6497160	SRP131046
SRR6497162	SRP131046
SRR6497161	SRP131046
SRR6497163	SRP131046
SRR6497165	SRP131046
SRR6497168	SRP131046
SRR6497167	SRP131046
SRR6497166	SRP131046
SRR6497169	SRP131046
SRR6497170	SRP131046
SRR6497171	SRP131046
SRR6497172	SRP131046
SRR6497173	SRP131046
SRR6497174	SRP131046
SRR6497176	SRP131046
SRR6497175	SRP131046
SRR6497177	SRP131046
SRR6497164	SRP131046
SRR6682900	SRP132382
SRR6682901	SRP132382
SRR6827184	SRP134993
SRR6827185	SRP134993
SRR6827186	SRP134993
SRR6827187	SRP134993
SRR6827188	SRP134993
SRR6827189	SRP134993
SRR6827191	SRP134993
SRR6827192	SRP134993
SRR6827193	SRP134993
SRR6827194	SRP134993
SRR6827195	SRP134993
SRR6827196	SRP134993
SRR6827199	SRP134993
SRR6827200	SRP134993
SRR6827203	SRP134993
SRR6827202	SRP134993
SRR6827204	SRP134993
SRR6827205	SRP134993
SRR6827206	SRP134993
SRR6827207	SRP134993
SRR6827208	SRP134993
SRR6827209	SRP134993
SRR6827211	SRP134993
SRR6827212	SRP134993
SRR6827214	SRP134993
SRR6827215	SRP134993
SRR6827216	SRP134993
SRR6827217	SRP134993
SRR6827218	SRP134993
SRR6827219	SRP134993
SRR6827190	SRP134993
SRR6827201	SRP134993
SRR6827222	SRP134993
SRR6827223	SRP134993
SRR6827210	SRP134993
SRR6827226	SRP134993
SRR6827213	SRP134993
SRR6827227	SRP134993
SRR6827228	SRP134993
SRR6827229	SRP134993
SRR6827230	SRP134993
SRR6827231	SRP134993
SRR6827232	SRP134993
SRR6827234	SRP134993
SRR6827233	SRP134993
SRR6827235	SRP134993
SRR6827236	SRP134993
SRR6827237	SRP134993
SRR6827238	SRP134993
SRR6827220	SRP134993
SRR6827239	SRP134993
SRR6827240	SRP134993
SRR6827221	SRP134993
SRR6827242	SRP134993
SRR6827244	SRP134993
SRR6827243	SRP134993
SRR6827245	SRP134993
SRR6827246	SRP134993
SRR6827247	SRP134993
SRR6827248	SRP134993
SRR6827250	SRP134993
SRR6827251	SRP134993
SRR6827252	SRP134993
SRR6827253	SRP134993
SRR6827254	SRP134993
SRR6827255	SRP134993
SRR6827257	SRP134993
SRR6827224	SRP134993
SRR6827258	SRP134993
SRR6827225	SRP134993
SRR6827260	SRP134993
SRR6827261	SRP134993
SRR6827262	SRP134993
SRR6827263	SRP134993
SRR6827264	SRP134993
SRR6827265	SRP134993
SRR6827266	SRP134993
SRR6827267	SRP134993
SRR6827268	SRP134993
SRR6827269	SRP134993
SRR6827270	SRP134993
SRR6827271	SRP134993
SRR6827273	SRP134993
SRR6827272	SRP134993
SRR6827274	SRP134993
SRR6827275	SRP134993
SRR6827276	SRP134993
SRR6827277	SRP134993
SRR6827278	SRP134993
SRR6827279	SRP134993
SRR6827280	SRP134993
SRR6827281	SRP134993
SRR6827282	SRP134993
SRR6827283	SRP134993
SRR6827284	SRP134993
SRR6827285	SRP134993
SRR6827287	SRP134993
SRR6827286	SRP134993
SRR6827289	SRP134993
SRR6827288	SRP134993
SRR6827291	SRP134993
SRR6827241	SRP134993
SRR6827290	SRP134993
SRR6827292	SRP134993
SRR6827294	SRP134993
SRR6827293	SRP134993
SRR6827295	SRP134993
SRR6827296	SRP134993
SRR6827298	SRP134993
SRR6827299	SRP134993
SRR6827297	SRP134993
SRR6827300	SRP134993
SRR6827249	SRP134993
SRR6827301	SRP134993
SRR6827302	SRP134993
SRR6827303	SRP134993
SRR6827305	SRP134993
SRR6827304	SRP134993
SRR6827307	SRP134993
SRR6827306	SRP134993
SRR6827308	SRP134993
SRR6827309	SRP134993
SRR6827310	SRP134993
SRR6827312	SRP134993
SRR6827311	SRP134993
SRR6827313	SRP134993
SRR6827256	SRP134993
SRR6827315	SRP134993
SRR6827316	SRP134993
SRR6827318	SRP134993
SRR6827319	SRP134993
SRR6827259	SRP134993
SRR6827320	SRP134993
SRR6827321	SRP134993
SRR6827322	SRP134993
SRR6827323	SRP134993
SRR6827324	SRP134993
SRR6827325	SRP134993
SRR6827326	SRP134993
SRR6827327	SRP134993
SRR6827328	SRP134993
SRR6827329	SRP134993
SRR6827330	SRP134993
SRR6827331	SRP134993
SRR6827332	SRP134993
SRR6827333	SRP134993
SRR6827334	SRP134993
SRR6827335	SRP134993
SRR6827336	SRP134993
SRR6827338	SRP134993
SRR6827337	SRP134993
SRR6827339	SRP134993
SRR6827340	SRP134993
SRR6827341	SRP134993
SRR6827342	SRP134993
SRR6827344	SRP134993
SRR6827343	SRP134993
SRR6827347	SRP134993
SRR6827345	SRP134993
SRR6827346	SRP134993
SRR6827349	SRP134993
SRR6827348	SRP134993
SRR6827350	SRP134993
SRR6827351	SRP134993
SRR6827352	SRP134993
SRR6827353	SRP134993
SRR6827354	SRP134993
SRR6827314	SRP134993
SRR6827355	SRP134993
SRR6827356	SRP134993
SRR6827357	SRP134993
SRR6827358	SRP134993
SRR6827360	SRP134993
SRR6827359	SRP134993
SRR6827362	SRP134993
SRR6827361	SRP134993
SRR6827363	SRP134993
SRR6827364	SRP134993
SRR6827365	SRP134993
SRR6827368	SRP134993
SRR6827366	SRP134993
SRR6827367	SRP134993
SRR6827317	SRP134993
SRR6827369	SRP134993
SRR6827373	SRP134993
SRR6827372	SRP134993
SRR6827371	SRP134993
SRR6827374	SRP134993
SRR6827370	SRP134993
SRR6827376	SRP134993
SRR6827377	SRP134993
SRR6827375	SRP134993
SRR6827378	SRP134993
SRR6827379	SRP134993
SRR6827381	SRP134993
SRR6827380	SRP134993
SRR6827382	SRP134993
SRR6827383	SRP134993
SRR6827384	SRP134993
SRR6827385	SRP134993
SRR6827386	SRP134993
SRR6827387	SRP134993
SRR6827388	SRP134993
SRR6827389	SRP134993
SRR6827390	SRP134993
SRR6827391	SRP134993
SRR6827392	SRP134993
SRR6827393	SRP134993
SRR6827394	SRP134993
SRR6827395	SRP134993
SRR6827396	SRP134993
SRR6827397	SRP134993
SRR6827398	SRP134993
SRR6827399	SRP134993
SRR6827400	SRP134993
SRR6827401	SRP134993
SRR6827402	SRP134993
SRR6827403	SRP134993
SRR6827404	SRP134993
SRR6827405	SRP134993
SRR6827406	SRP134993
SRR6827408	SRP134993
SRR6827407	SRP134993
SRR6827409	SRP134993
SRR6827410	SRP134993
SRR6827412	SRP134993
SRR6827411	SRP134993
SRR6827413	SRP134993
SRR6827416	SRP134993
SRR6827415	SRP134993
SRR6827414	SRP134993
SRR6827417	SRP134993
SRR6827418	SRP134993
SRR6827419	SRP134993
SRR6827420	SRP134993
SRR6827421	SRP134993
SRR6827422	SRP134993
SRR6827423	SRP134993
SRR6827424	SRP134993
SRR6827425	SRP134993
SRR6827426	SRP134993
SRR6827427	SRP134993
SRR6827428	SRP134993
SRR6827429	SRP134993
SRR6827430	SRP134993
SRR6827432	SRP134993
SRR6827431	SRP134993
SRR6827433	SRP134993
SRR6827434	SRP134993
SRR6827435	SRP134993
SRR6827437	SRP134993
SRR6827436	SRP134993
SRR6827438	SRP134993
SRR6827439	SRP134993
SRR6827441	SRP134993
SRR6827440	SRP134993
SRR6827442	SRP134993
SRR6827443	SRP134993
SRR6827445	SRP134993
SRR6827444	SRP134993
SRR6827446	SRP134993
SRR6827447	SRP134993
SRR6827448	SRP134993
SRR6827449	SRP134993
SRR6827450	SRP134993
SRR6827452	SRP134993
SRR6827451	SRP134993
SRR6827453	SRP134993
SRR6827454	SRP134993
SRR6827455	SRP134993
SRR6827456	SRP134993
SRR6827457	SRP134993
SRR6827458	SRP134993
SRR6827459	SRP134993
SRR6827460	SRP134993
SRR6827462	SRP134993
SRR6827463	SRP134993
SRR6827464	SRP134993
SRR6827465	SRP134993
SRR6827466	SRP134993
SRR6827467	SRP134993
SRR6827468	SRP134993
SRR6827469	SRP134993
SRR6827470	SRP134993
SRR6827471	SRP134993
SRR6827472	SRP134993
SRR6827473	SRP134993
SRR6827474	SRP134993
SRR6827476	SRP134993
SRR6827475	SRP134993
SRR6827477	SRP134993
SRR6827478	SRP134993
SRR6827461	SRP134993
SRR7132745	SRP144954
SRR7132746	SRP144954
SRR7132747	SRP144954
SRR7132749	SRP144954
SRR7132748	SRP144954
SRR7132750	SRP144954
SRR7132752	SRP144954
SRR7132751	SRP144954
SRR7132753	SRP144954
SRR7132754	SRP144954
SRR7132755	SRP144954
SRR7132756	SRP144954
SRR7132757	SRP144954
SRR7132758	SRP144954
SRR7132759	SRP144954
SRR7132761	SRP144954
SRR7132760	SRP144954
SRR7132762	SRP144954
SRR7171588	SRP147555
SRR7171589	SRP147555
SRR7171590	SRP147555
SRR7171591	SRP147555
SRR7171584	SRP147555
SRR7171585	SRP147555
SRR7171586	SRP147555
SRR7171587	SRP147555
SRR7171592	SRP147555
SRR7171593	SRP147555
SRR7171594	SRP147555
SRR7171595	SRP147555
SRR7171596	SRP147555
SRR7171597	SRP147555
SRR7171598	SRP147555
SRR7171599	SRP147555
SRR7171600	SRP147555
SRR7171601	SRP147555
SRR7171602	SRP147555
SRR7171603	SRP147555
SRR7171604	SRP147555
SRR7171605	SRP147555
SRR7171606	SRP147555
SRR7171607	SRP147555
SRR7171608	SRP147555
SRR7171609	SRP147555
SRR7171610	SRP147555
SRR7171611	SRP147555
SRR7171612	SRP147555
SRR7171613	SRP147555
SRR7171614	SRP147555
SRR7171615	SRP147555
SRR7171616	SRP147555
SRR7171617	SRP147555
SRR7171618	SRP147555
SRR7171619	SRP147555
SRR7171624	SRP147555
SRR7171625	SRP147555
SRR7171626	SRP147555
SRR7171627	SRP147555
SRR7171620	SRP147555
SRR7171621	SRP147555
SRR7171622	SRP147555
SRR7171623	SRP147555
SRR7171628	SRP147555
SRR7171629	SRP147555
SRR7171630	SRP147555
SRR7171631	SRP147555
SRR7293297	SRP150298
SRR7293296	SRP150298
SRR7293295	SRP150298
SRR7293294	SRP150298
SRR7293293	SRP150298
SRR7293292	SRP150298
SRR7464781	SRP151796
SRR7464782	SRP151796
SRR7464783	SRP151796
SRR7464784	SRP151796
SRR7464785	SRP151796
SRR7464786	SRP151796
SRR7464788	SRP151796
SRR7464789	SRP151796
SRR7464787	SRP151796
SRR7529400	SRP154105
SRR7529402	SRP154105
SRR7529401	SRP154105
SRR7545531	SRP154557
SRR7545532	SRP154557
SRR7545534	SRP154557
SRR7545535	SRP154557
SRR7545530	SRP154557
SRR7545533	SRP154557
SRR7685408	SRP157099
SRR7685409	SRP157099
SRR7685410	SRP157099
SRR7685411	SRP157099
SRR7685412	SRP157099
SRR7685413	SRP157099
SRR7757447	SRP158876
SRR7757446	SRP158876
SRR7757448	SRP158876
SRR7757449	SRP158876
SRR7757450	SRP158876
SRR7757451	SRP158876
SRR7757452	SRP158876
SRR7757453	SRP158876
SRR7757454	SRP158876
SRR7757457	SRP158876
SRR7757456	SRP158876
SRR7757455	SRP158876
SRR7757458	SRP158876
SRR7757460	SRP158876
SRR7757459	SRP158876
SRR7757462	SRP158876
SRR7757461	SRP158876
SRR7757463	SRP158876
SRR7757464	SRP158876
SRR7757465	SRP158876
SRR7757466	SRP158876
SRR7757467	SRP158876
SRR7757468	SRP158876
SRR7757469	SRP158876
SRR7763549	SRP159031
SRR7763548	SRP159031
SRR7763550	SRP159031
SRR7763551	SRP159031
SRR8052614	SRP165674
SRR8052615	SRP165674
SRR8052616	SRP165674
SRR8052617	SRP165674
SRR8060749	SRP165782
SRR8261867	SRP171154
SRR8261868	SRP171154
SRR8261869	SRP171154
SRR8261870	SRP171154
SRR8272494	SRP172082
SRR8272495	SRP172082
SRR8272496	SRP172082
SRR8272497	SRP172082
SRR8354838	SRP173951
SRR8354839	SRP173951
SRR8354840	SRP173951
SRR8354841	SRP173951
SRR8354842	SRP173951
SRR8354843	SRP173951
SRR8354844	SRP173951
SRR8354845	SRP173951
SRR8354846	SRP173951
SRR8354847	SRP173951
SRR8354848	SRP173951
SRR8354849	SRP173951
SRR8354850	SRP173951
SRR8354851	SRP173951
SRR8354852	SRP173951
SRR8354853	SRP173951
SRR8354854	SRP173951
SRR8354855	SRP173951
SRR8354856	SRP173951
SRR8354857	SRP173951
SRR8354858	SRP173951
SRR8354859	SRP173951
SRR8455581	SRP180236
SRR8455582	SRP180236
SRR8455583	SRP180236
SRR8455584	SRP180236
SRR8455585	SRP180236
SRR8455586	SRP180236
SRR8455587	SRP180236
SRR8455588	SRP180236
SRR8455589	SRP180236
SRR8455590	SRP180236
SRR8455592	SRP180236
SRR8455591	SRP180236
SRR8486148	SRP182018
SRR8486149	SRP182018
SRR8486150	SRP182018
SRR8486151	SRP182018
SRR8486152	SRP182018
SRR8486153	SRP182018
SRR8486154	SRP182018
SRR8486155	SRP182018
SRR8486156	SRP182018
SRR8486157	SRP182018
SRR8486158	SRP182018
SRR8486159	SRP182018
SRR8486160	SRP182018
SRR8486161	SRP182018
SRR8486162	SRP182018
SRR8486163	SRP182018
SRR8486164	SRP182018
SRR8486166	SRP182018
SRR8486167	SRP182018
SRR8486165	SRP182018
SRR8486168	SRP182018
SRR8486169	SRP182018
SRR8486170	SRP182018
SRR8486171	SRP182018
SRR8486172	SRP182018
SRR8486173	SRP182018
SRR8486174	SRP182018
SRR8486175	SRP182018
SRR8664495	SRP187438
SRR8664496	SRP187438
SRR8664497	SRP187438
SRR8664498	SRP187438
SRR8664499	SRP187438
SRR8664500	SRP187438
SRR8988136	SRP194204
SRR8988135	SRP194204
SRR8988134	SRP194204
SRR8988133	SRP194204
SRR8988132	SRP194204
SRR8988131	SRP194204
SRR8988130	SRP194204
SRR8988129	SRP194204
SRR8988128	SRP194204
SRR8988127	SRP194204
SRR8988126	SRP194204
SRR8988125	SRP194204
SRR8988124	SRP194204
SRR8988123	SRP194204
SRR8988122	SRP194204
SRR8988120	SRP194204
SRR8988121	SRP194204
SRR8988119	SRP194204
SRR8988118	SRP194204
SRR8988117	SRP194204
SRR8988116	SRP194204
SRR8988115	SRP194204
SRR8988114	SRP194204
SRR8988113	SRP194204
SRR8988112	SRP194204
SRR8988111	SRP194204
SRR8988110	SRP194204
SRR8988109	SRP194204
SRR8988107	SRP194204
SRR8988108	SRP194204
SRR9117952	SRP199410
SRR9117951	SRP199410
SRR9117950	SRP199410
SRR9117949	SRP199410
SRR9117948	SRP199410
SRR9117947	SRP199410
SRR9117946	SRP199410
SRR9117945	SRP199410
